id_num,county_desc,race,ethnicity,gender,age,voter_city,voter_state,voter_zip,voter_party_code,precinct_desc,ballot_req_type,ballot_request_party,ballot_req_dt,ballot_send_dt,ballot_rtn_dt,ballot_rtn_status
445840,WAKE,UNDESIGNATED,UNDESIGNATED,U,73,GARNER,NC,27529.0,DEM,PRECINCT 15-01,MAIL,DEM,10/10/24,10/15/24, ,SPOILED-EV
458306,WATAUGA,WHITE,UNDESIGNATED,U,25,BOONE,NC,28607.0,DEM,NEW RIVER I,MAIL,DEM,10/24/24,10/27/24,11/4/24,ACCEPTED
404138,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,20,RALEIGH,NC,27612.0,UNA,PRECINCT 11-01,MAIL,UNA,9/12/24,9/24/24,10/19/24,ACCEPTED
418548,WAKE,UNDESIGNATED,UNDESIGNATED,U,28,CARY,NC,27519.0,UNA,PRECINCT 05-06,MAIL,UNA,9/18/24,9/24/24,11/2/24,ACCEPTED
184702,HARNETT,WHITE,NOT HISPANIC or NOT LATINO,F,36,SANFORD,NC,27332.0,UNA,BARBECUE,MAIL,UNA,10/9/24,10/9/24,11/5/24,ACCEPTED
167930,GUILFORD,WHITE,NOT HISPANIC or NOT LATINO,F,32,GREENSBORO,NC,27410.0,UNA,G36,MAIL,UNA,8/21/24,9/24/24,11/4/24,ACCEPTED
99173,DARE,WHITE,UNDESIGNATED,M,65,MANTEO,NC,27954.0,REP,MANTEO,MAIL,REP,10/15/24,10/16/24, ,SPOILED-EV
212302,JOHNSTON,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,47,CLAYTON,NC,27527.0,UNA,FLOWERS PLANTATION,MAIL,UNA,7/2/24,9/20/24, , 
24892,BUNCOMBE,WHITE,UNDESIGNATED,M,57,CANDLER,NC,28715.0,UNA,45.1,MAIL,UNA,10/9/24,10/11/24,11/2/24,ACCEPTED
54817,CABARRUS,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,18,CONCORD,NC,28027.0,REP,8-Feb,MAIL,REP,10/27/24,10/28/24, , 
209048,IREDELL,WHITE,NOT HISPANIC or NOT LATINO,M,31,STATESVILLE,NC,28625.0,UNA,STATESVILLE #2,MAIL,UNA,10/16/24,10/16/24,10/30/24,ACCEPTED
199863,IREDELL,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,43,TROUTMAN,NC,28166.0,DEM,FALLSTOWN,MAIL,DEM,10/15/24,10/15/24, ,SPOILED-EV
178776,GUILFORD,UNDESIGNATED,UNDESIGNATED,U,58,HIGH POINT,NC,27265.0,REP,H27-A,MAIL,REP,10/25/24,10/28/24,11/5/24,ACCEPTED
299429,NASH,WHITE,NOT HISPANIC or NOT LATINO,M,32,ROCKY MOUNT,NC,27803.0,UNA,ROCKY MOUNT SUNSET,MAIL,UNA,10/19/24,10/21/24,10/31/24,ACCEPTED
256525,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,33,CHARLOTTE,NC,28211.0,UNA,PCT 035,MAIL,UNA,10/17/24,10/18/24,11/2/24,ACCEPTED
363835,STANLY,WHITE,NOT HISPANIC or NOT LATINO,M,25,NORWOOD,NC,28128.0,UNA,EAST CENTER,MAIL,UNA,9/20/24,9/24/24,11/1/24,ACCEPTED
209085,IREDELL,WHITE,NOT HISPANIC or NOT LATINO,F,24,MOORESVILLE,NC,28117.0,UNA,DAVIDSON #1B,MAIL,UNA,10/4/24,10/4/24,10/29/24,ACCEPTED
457745,WATAUGA,UNDESIGNATED,UNDESIGNATED,F,26,BOONE,NC,28607.0,DEM,WATAUGA,MAIL,DEM,7/24/24,9/20/24,10/30/24,ACCEPTED
31252,BUNCOMBE,WHITE,NOT HISPANIC or NOT LATINO,F,51,ASHEVILLE,NC,28801.0,DEM,3.1,MAIL,DEM,9/18/24,9/24/24,10/28/24,ACCEPTED - CURED
417417,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,85,RALEIGH,NC,27609.0,DEM,PRECINCT 01-15,MAIL,DEM,10/18/24,10/22/24,10/31/24,ACCEPTED
344440,POLK,WHITE,UNDESIGNATED,F,40,COLUMBUS,NC,28722.0,UNA,COLUMBUS-1,MAIL,UNA,9/12/24,9/20/24,10/14/24,ACCEPTED
41931,BUNCOMBE,WHITE,UNDESIGNATED,M,55,WEAVERVILLE,NC,28787.0,DEM,40.2,MAIL,DEM,7/10/24,9/24/24, ,SPOILED-EV
160379,GREENE,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,74,SNOW HILL,NC,28580.0,UNA,SNOW HILL 1,MAIL,UNA,1/20/24,9/24/24, ,SPOILED
323056,ONSLOW,WHITE,UNDESIGNATED,F,22,HOLLY RIDGE,NC,28445.0,DEM,HR17,MAIL,DEM,10/11/24,10/15/24,10/24/24,ACCEPTED
64622,CATAWBA,WHITE,HISPANIC or LATINO,F,41,MAIDEN,NC,28650.0,UNA,EAST MAIDEN,MAIL,UNA,9/28/24,9/30/24,11/3/24,WITNESS INFO INCOMPLETE
232031,MECKLENBURG,UNDESIGNATED,HISPANIC or LATINO,M,78,CHARLOTTE,NC,28214.0,DEM,PCT 200,MAIL,DEM,2/8/24,9/24/24,11/5/24,ACCEPTED
74942,CHEROKEE,WHITE,NOT HISPANIC or NOT LATINO,M,75,MURPHY,NC,28906.0,DEM,HIWASSEE DAM,MAIL,DEM,10/21/24,10/22/24,10/29/24,ACCEPTED
157390,GASTON,OTHER,NOT HISPANIC or NOT LATINO,F,44,MOUNT HOLLY,NC,28120.0,DEM,MOUNT HOLLY #2,MAIL,DEM,9/10/24,9/20/24,11/4/24,ACCEPTED
103995,DAVIDSON,WHITE,NOT HISPANIC or NOT LATINO,F,72,THOMASVILLE,NC,27360.0,UNA,LIBERTY #42,MAIL,UNA,10/11/24,10/15/24,11/2/24,ACCEPTED
468467,YANCEY,WHITE,UNDESIGNATED,M,71,BURNSVILLE,NC,28714.0,UNA,CRABTREE,MAIL,UNA,9/18/24,9/20/24,10/23/24,ACCEPTED
125771,DURHAM,UNDESIGNATED,UNDESIGNATED,U,31,DURHAM,NC,27703.0,UNA,30-4,MAIL,UNA,10/18/24,10/21/24, ,SPOILED-EV
196051,HENDERSON,WHITE,NOT HISPANIC or NOT LATINO,M,64,HENDERSONVILLE,NC,28739.0,UNA,ATKINSON,MAIL,UNA,9/9/24,9/24/24,10/16/24,ACCEPTED
367564,SURRY,WHITE,NOT HISPANIC or NOT LATINO,U,40,DOBSON,NC,27017.0,REP,DOBSON COMBINED,MAIL,REP,10/4/24,10/4/24, , 
251292,MECKLENBURG,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,23,CHARLOTTE,NC,28277.0,UNA,PCT 148,MAIL,UNA,7/24/24,9/24/24,11/2/24,ACCEPTED
383797,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,61,MORRISVILLE,NC,27560.0,UNA,PRECINCT 05-01,MAIL,UNA,10/13/24,10/14/24,10/19/24,ACCEPTED
289602,MECKLENBURG,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,60,MATTHEWS,NC,28105.0,DEM,PCT 215,MAIL,DEM,8/17/24,9/24/24, ,SPOILED-EV
385424,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,45,HOLLY SPRINGS,NC,27540.0,UNA,PRECINCT 06-12,MAIL,UNA,10/16/24,10/18/24, ,SPOILED-EV
250404,MECKLENBURG,WHITE,UNDESIGNATED,F,28,CHARLOTTE,NC,28226.0,DEM,PCT 100,MAIL,DEM,1/3/24,9/24/24,10/3/24,ACCEPTED
313197,NEW HANOVER,WHITE,NOT HISPANIC or NOT LATINO,M,49,WILMINGTON,NC,28409.0,UNA,M06,MAIL,UNA,7/23/24,9/24/24,10/15/24,ACCEPTED
134389,FORSYTH,WHITE,UNDESIGNATED,M,79,CLEMMONS,NC,27012.0,UNA,76,MAIL,UNA,9/12/24,9/24/24,10/8/24,ACCEPTED
35668,BUNCOMBE,WHITE,UNDESIGNATED,M,90,ARDEN,NC,28704.0,UNA,54.2,MAIL,UNA,8/29/24,9/24/24,10/23/24,ACCEPTED
168834,GUILFORD,WHITE,NOT HISPANIC or NOT LATINO,M,77,GREENSBORO,NC,27410.0,REP,SF3,MAIL,REP,10/14/24,10/15/24,10/21/24,SPOILED
3076,ALAMANCE,WHITE,UNDESIGNATED,M,22,SNOW CAMP,NC,27349.0,UNA,SOUTH NEWLIN,MAIL,UNA,6/28/24,9/24/24, ,SPOILED-EV
79572,COLUMBUS,INDIAN AMERICAN or ALASKA NATIVE,UNDESIGNATED,F,80,DELCO,NC,28436.0,DEM,RANSOM,MAIL,DEM,10/22/24,10/22/24, ,SPOILED-EV
176101,GUILFORD,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,78,GREENSBORO,NC,27406.0,DEM,G46,MAIL,DEM,8/9/24,9/24/24, ,SPOILED-EV
304757,NEW HANOVER,WHITE,UNDESIGNATED,M,33,WILMINGTON,NC,28411.0,REP,H12,MAIL,REP,10/15/24,10/17/24, , 
380033,UNION,UNDESIGNATED,UNDESIGNATED,F,32,MONROE,NC,28110.0,DEM,042,MAIL,DEM,10/9/24,10/10/24,10/23/24,ACCEPTED
191773,HENDERSON,WHITE,NOT HISPANIC or NOT LATINO,F,66,HENDERSONVILLE,NC,28739.0,UNA,HORSE SHOE,MAIL,UNA,9/6/24,9/24/24,10/14/24,ACCEPTED
420521,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,50,CARY,NC,27519.0,UNA,PRECINCT 20-17,MAIL,UNA,1/21/24,9/24/24,10/26/24,ACCEPTED
339284,PITT,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,79,GREENVILLE,NC,27834.0,UNA,GREENVILLE #12B,MAIL,UNA,9/19/24,9/24/24, ,SPOILED-EV
465736,WILSON,WHITE,NOT HISPANIC or NOT LATINO,M,18,WILSON,NC,27893.0,REP,WILSON D,MAIL,REP,8/17/24,9/24/24, , 
152586,GASTON,WHITE,NOT HISPANIC or NOT LATINO,M,49,MOUNT HOLLY,NC,28120.0,UNA,STANLEY #2,MAIL,UNA,10/21/24,10/24/24, , 
107957,DAVIE,WHITE,NOT HISPANIC or NOT LATINO,M,68,MOCKSVILLE,NC,27028.0,REP,CLARKSVILLE,MAIL,REP,8/7/24,9/24/24,10/4/24,ACCEPTED
168120,GUILFORD,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,81,GREENSBORO,NC,27406.0,DEM,G75,MAIL,DEM,10/16/24,10/17/24,10/28/24,ACCEPTED
386068,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,70,ZEBULON,NC,27597.0,REP,PRECINCT 09-03,MAIL,REP,9/24/24,9/27/24, ,SPOILED-EV
430269,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,50,FUQUAY VARINA,NC,27526.0,UNA,PRECINCT 12-01,MAIL,UNA,9/5/24,9/24/24,11/4/24,ACCEPTED
188605,HAYWOOD,WHITE,UNDESIGNATED,F,58,CANTON,NC,28716.0,DEM,PIGEON CENTER,MAIL,DEM,9/24/24,9/25/24,10/29/24,ACCEPTED
451471,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,62,RALEIGH,NC,27607.0,UNA,PRECINCT 04-05,MAIL,UNA,7/2/24,9/24/24,11/5/24,ACCEPTED
320443,ONSLOW,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,37,JACKSONVILLE,NC,28546.0,NLB,BM08,MAIL,NLB,10/17/24,10/22/24,11/2/24,ACCEPTED
362145,SCOTLAND,UNDESIGNATED,UNDESIGNATED,U,42,LAUREL  HILL,NC,28351.0,REP,05,MAIL,REP,9/10/24,9/17/24, ,SPOILED-EV
45023,BURKE,WHITE,NOT HISPANIC or NOT LATINO,F,92,MORGANTON,NC,28655.0,REP,MORGANTON 05,MAIL,REP,9/12/24,9/24/24,10/22/24,ACCEPTED
450029,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,48,CARY,NC,27519.0,UNA,PRECINCT 20-15,MAIL,UNA,10/3/24,10/7/24, ,SPOILED-EV
101670,DAVIDSON,WHITE,NOT HISPANIC or NOT LATINO,M,63,HIGH POINT,NC,27265.0,REP,ABBOTTS CREEK 2 #88,MAIL,REP,10/8/24,10/9/24,11/2/24,ACCEPTED
344492,POLK,WHITE,UNDESIGNATED,M,69,COLUMBUS,NC,28722.0,REP,COLUMBUS-1,MAIL,REP,7/29/24,9/20/24, , 
267435,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,83,CHARLOTTE,NC,28270.0,REP,PCT 103,MAIL,REP,8/22/24,9/24/24,10/18/24,ACCEPTED
46738,CABARRUS,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,73,HARRISBURG,NC,28075.0,DEM,2-Jan,MAIL,DEM,8/1/24,9/24/24,10/17/24,ACCEPTED
31737,BUNCOMBE,WHITE,NOT HISPANIC or NOT LATINO,M,41,ASHEVILLE,NC,28804.0,REP,22.2,MAIL,REP,10/24/24,10/27/24, , 
435292,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,98,WAKE FOREST,NC,27587.0,DEM,PRECINCT 19-19,MAIL,DEM,9/4/24,9/24/24, ,SPOILED-EV
288248,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,26,CHARLOTTE,NC,28207.0,REP,PCT 008,MAIL,REP,10/22/24,10/22/24,11/5/24,ACCEPTED
359548,RUTHERFORD,WHITE,NOT HISPANIC or NOT LATINO,F,49,FOREST CITY,NC,28043.0,REP,FOREST CITY #1,MAIL,REP,10/18/24,10/21/24, ,SPOILED-EV
228518,MADISON,WHITE,NOT HISPANIC or NOT LATINO,M,28,MARS HILL,NC,28754.0,DEM,BEECH GLEN,MAIL,DEM,7/9/24,9/24/24, , 
323098,ONSLOW,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,46,JACKSONVILLE,NC,28540.0,UNA,WN04,MAIL,UNA,10/29/24,10/31/24, , 
231153,MECKLENBURG,BLACK or AFRICAN AMERICAN,UNDESIGNATED,M,65,CHARLOTTE,NC,28214.0,DEM,PCT 080,MAIL,DEM,10/17/24,10/18/24,10/30/24,ACCEPTED
25299,BUNCOMBE,WHITE,UNDESIGNATED,F,47,ASHEVILLE,NC,28803.0,UNA,8.3,MAIL,UNA,10/22/24, , , 
284232,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,72,HUNTERSVILLE,NC,28078.0,DEM,PCT 142,MAIL,DEM,8/18/24,9/24/24, ,SPOILED-EV
39921,BUNCOMBE,WHITE,NOT HISPANIC or NOT LATINO,F,65,LEICESTER,NC,28748.0,UNA,68.1,MAIL,UNA,2/9/24,9/24/24,10/24/24,ACCEPTED
265301,MECKLENBURG,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,62,CHARLOTTE,NC,28206.0,DEM,PCT 027,MAIL,DEM,9/3/24,9/24/24, ,SPOILED-EV
348956,RICHMOND,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,87,HAMLET,NC,28345.0,DEM,MARKS CREEK #1,MAIL,DEM,10/10/24,10/11/24,11/1/24,ACCEPTED - CURED
55965,CABARRUS,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,51,CONCORD,NC,28027.0,UNA,Mar-00,MAIL,UNA,3/1/24,9/24/24,11/3/24,ACCEPTED
204818,IREDELL,WHITE,NOT HISPANIC or NOT LATINO,F,73,STATESVILLE,NC,28625.0,DEM,CONCORD,MAIL,DEM,9/7/24,9/24/24, , 
14935,BRUNSWICK,WHITE,NOT HISPANIC or NOT LATINO,M,71,ASH,NC,28420.0,REP,HICKMANS CROSSROADS,MAIL,REP,2/23/24,9/24/24,10/21/24,ACCEPTED
300972,NASH,WHITE,UNDESIGNATED,M,20,ROCKY MOUNT,NC,27803.0,UNA,ROCKY MOUNT WINSTEAD,MAIL,UNA,10/31/24,10/31/24, , 
313790,NEW HANOVER,WHITE,NOT HISPANIC or NOT LATINO,M,84,WILMINGTON,NC,28403.0,UNA,W31,MAIL,UNA,9/24/24, , , 
301496,NASH,WHITE,NOT HISPANIC or NOT LATINO,F,32,ROCKY MOUNT,NC,27803.0,DEM,OAK LEVEL,MAIL,DEM,8/6/24,9/24/24, ,SPOILED-EV
212940,JOHNSTON,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,66,SELMA,NC,27576.0,DEM,WEST SELMA,MAIL,DEM,10/18/24,10/21/24,10/30/24,ACCEPTED
118676,DURHAM,WHITE,UNDESIGNATED,M,25,DURHAM,NC,27703.0,REP,31,MAIL,REP,10/24/24,10/24/24, ,SPOILED-EV
246063,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,44,CHARLOTTE,NC,28211.0,REP,PCT 007,MAIL,REP,10/3/24,10/3/24,10/18/24,ACCEPTED
448059,WAKE,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,22,GARNER,NC,27529.0,UNA,PRECINCT 16-04,MAIL,UNA,10/2/24,10/4/24,10/31/24,ACCEPTED
420840,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,27,RALEIGH,NC,27610.0,UNA,PRECINCT 01-34,MAIL,UNA,10/1/24,10/3/24,10/25/24,ACCEPTED
149789,GASTON,UNDESIGNATED,UNDESIGNATED,M,22,GASTONIA,NC,28056.0,UNA,NEW HOPE,MAIL,UNA,11/1/24,11/2/24,11/2/24,ACCEPTED
98119,DARE,WHITE,UNDESIGNATED,F,50,SOUTHERN SHORES,NC,27949.0,UNA,SOUTHERN SHORES,MAIL,UNA,10/15/24,10/16/24,11/5/24,ACCEPTED
36116,BUNCOMBE,UNDESIGNATED,UNDESIGNATED,M,81,FAIRVIEW,NC,28730.0,DEM,39.2,MAIL,DEM,8/28/24,9/24/24, ,SPOILED-EV
403345,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,29,CARY,NC,27511.0,DEM,PRECINCT 04-11,MAIL,DEM,9/29/24,10/2/24,10/19/24,ACCEPTED
251742,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,M,70,CHARLOTTE,NC,28227.0,UNA,PCT 236,MAIL,UNA,8/31/24,9/24/24,10/23/24,ACCEPTED
313970,NEW HANOVER,WHITE,NOT HISPANIC or NOT LATINO,M,40,WILMINGTON,NC,28403.0,REP,W31,MAIL,REP,10/10/24,10/12/24,10/31/24,ACCEPTED
176844,GUILFORD,WHITE,NOT HISPANIC or NOT LATINO,M,68,GREENSBORO,NC,27408.0,UNA,G17,MAIL,UNA,2/23/24,9/24/24,10/1/24,ACCEPTED
463426,WILKES,WHITE,NOT HISPANIC or NOT LATINO,F,60,NORTH WILKESBORO,NC,28659.0,REP,CRICKET,MAIL,REP,6/25/24,9/24/24,10/9/24,ACCEPTED
464308,WILKES,WHITE,NOT HISPANIC or NOT LATINO,F,30,ELKIN,NC,28621.0,DEM,EDWARDS #3,MAIL,DEM,9/19/24,9/25/24,10/16/24,ACCEPTED
294571,MOORE,WHITE,NOT HISPANIC or NOT LATINO,F,24,SEVEN LAKES,NC,27376.0,UNA,SEVEN LAKES,MAIL,UNA,8/20/24,9/20/24,10/31/24,ACCEPTED
134168,FORSYTH,WHITE,NOT HISPANIC or NOT LATINO,M,64,WINSTON SALEM,NC,27127.0,REP,606,MAIL,REP,10/8/24,10/9/24,10/17/24,ACCEPTED
101387,DAVIDSON,WHITE,UNDESIGNATED,F,37,THOMASVILLE,NC,27360.0,REP,LIBERTY #42,MAIL,REP,10/11/24,10/15/24,10/24/24,ACCEPTED
165721,GUILFORD,WHITE,NOT HISPANIC or NOT LATINO,F,21,SUMMERFIELD,NC,27358.0,UNA,SF3,MAIL,UNA,10/23/24,10/24/24, , 
138847,FORSYTH,WHITE,NOT HISPANIC or NOT LATINO,F,90,WINSTON SALEM,NC,27104.0,DEM,809,MAIL,DEM,9/17/24,9/24/24,10/14/24,ACCEPTED
214885,JOHNSTON,WHITE,UNDESIGNATED,F,41,CLAYTON,NC,27527.0,DEM,FLOWERS PLANTATION,MAIL,DEM,9/14/24,9/24/24, ,SPOILED-EV
99210,DARE,WHITE,NOT HISPANIC or NOT LATINO,M,23,KITTY HAWK,NC,27949.0,UNA,KITTY HAWK,MAIL,UNA,10/13/24,10/15/24,10/31/24,ACCEPTED
344437,POLK,WHITE,NOT HISPANIC or NOT LATINO,F,76,TRYON,NC,28782.0,DEM,TRYON,MAIL,DEM,10/16/24,10/17/24, ,SPOILED-EV
389670,WAKE,WHITE,NOT HISPANIC or NOT LATINO,U,44,WENDELL,NC,27591.0,DEM,PRECINCT 10-05,MAIL,DEM,9/20/24,9/25/24,10/7/24,ACCEPTED
250891,MECKLENBURG,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,21,CHARLOTTE,NC,28269.0,REP,PCT 128,MAIL,REP,9/24/24,9/25/24,10/18/24,ACCEPTED
63748,CATAWBA,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,55,HICKORY,NC,28601.0,DEM,COLLEGE PARK,MAIL,DEM,10/17/24,10/18/24, ,SPOILED-EV
418072,WAKE,UNDESIGNATED,UNDESIGNATED,U,59,RALEIGH,NC,27608.0,DEM,PRECINCT 01-10,MAIL,DEM,8/20/24,9/20/24,10/21/24,ACCEPTED
348771,RANDOLPH,WHITE,NOT HISPANIC or NOT LATINO,F,89,THOMASVILLE,NC,27360.0,DEM,TRINITY,MAIL,DEM,9/16/24,9/24/24,10/22/24,ACCEPTED
121683,DURHAM,OTHER,UNDESIGNATED,F,36,MORRISVILLE,NC,27560.0,DEM,33-2,MAIL,DEM,9/17/24,9/24/24,10/11/24,ACCEPTED
323962,ORANGE,UNDESIGNATED,UNDESIGNATED,U,35,CHAPEL HILL,NC,27516.0,UNA,ST JOHN,MAIL,UNA,8/28/24,9/18/24,9/22/24,ACCEPTED
234557,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,67,CHARLOTTE,NC,28226.0,DEM,PCT 088,MAIL,DEM,10/2/24,10/2/24, ,SPOILED-EV
196196,HENDERSON,WHITE,NOT HISPANIC or NOT LATINO,M,64,HORSE SHOE,NC,28742.0,UNA,ETOWAH VALLEY,MAIL,UNA,10/5/24,10/7/24, ,SPOILED-EV
406622,WAKE,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,34,RALEIGH,NC,27604.0,UNA,PRECINCT 17-14,MAIL,UNA,9/12/24,9/24/24,11/2/24,ACCEPTED
222134,LENOIR,OTHER,NOT HISPANIC or NOT LATINO,F,36,KINSTON,NC,28504.0,UNA,KINSTON-4,MAIL,UNA,10/9/24,10/10/24, ,SPOILED-EV
295068,MOORE,WHITE,NOT HISPANIC or NOT LATINO,F,64,SEVEN LAKES,NC,27376.0,UNA,SEVEN LAKES,MAIL,UNA,9/10/24,9/25/24,10/7/24,ACCEPTED
414607,WAKE,BLACK or AFRICAN AMERICAN,UNDESIGNATED,F,28,CARY,NC,27519.0,DEM,PRECINCT 20-17,MAIL,DEM,8/26/24,9/24/24, ,SPOILED-EV
303510,NEW HANOVER,WHITE,NOT HISPANIC or NOT LATINO,F,40,WILMINGTON,NC,28403.0,UNA,W34,MAIL,UNA,9/16/24, , , 
446169,WAKE,WHITE,UNDESIGNATED,F,40,RALEIGH,NC,27609.0,UNA,PRECINCT 01-15,MAIL,UNA,10/5/24,10/8/24, ,SPOILED-EV
440794,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,55,CARY,NC,27511.0,DEM,PRECINCT 04-06,MAIL,DEM,10/16/24,10/18/24,10/27/24,ACCEPTED
33156,BUNCOMBE,WHITE,NOT HISPANIC or NOT LATINO,F,34,BLACK MOUNTAIN,NC,28711.0,UNA,37.1,MAIL,UNA,7/29/24,9/24/24, ,SPOILED-EV
245695,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,87,CHARLOTTE,NC,28210.0,UNA,PCT 075,MAIL,UNA,2/20/24,9/24/24,10/15/24,ACCEPTED
425290,WAKE,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,M,72,WAKE FOREST,NC,27587.0,DEM,PRECINCT 19-07,MAIL,DEM,9/20/24,9/26/24,10/24/24,ACCEPTED
106197,DAVIDSON,ASIAN,UNDESIGNATED,F,76,HIGH POINT,NC,27262.0,REP,ABBOTTS CREEK 2 #88,MAIL,REP,1/25/24,9/24/24,10/18/24,ACCEPTED
71173,CHATHAM,ASIAN,NOT HISPANIC or NOT LATINO,M,45,CARY,NC,27519.0,DEM,EAST WILLIAMS,MAIL,DEM,10/2/24,10/7/24, ,SPOILED-EV
156855,GASTON,WHITE,UNDESIGNATED,M,78,CHERRYVILLE,NC,28021.0,REP,CHERRYVILLE #1,MAIL,REP,9/1/24,9/24/24, , 
359274,RUTHERFORD,OTHER,UNDESIGNATED,M,80,FOREST CITY,NC,28043.0,NLB,FOREST CITY #1,MAIL,NLB,10/6/24,10/8/24,10/30/24,ACCEPTED
327473,ORANGE,ASIAN,NOT HISPANIC or NOT LATINO,M,26,CHAPEL HILL,NC,27514.0,UNA,COLONIAL HEIGHTS,MAIL,UNA,9/4/24,9/24/24,10/10/24,ACCEPTED
95600,CUMBERLAND,UNDESIGNATED,UNDESIGNATED,M,34,FAYETTEVILLE,NC,28314.0,REP,CROSS CREEK 27,MAIL,REP,10/14/24,10/16/24,10/24/24,ACCEPTED
343852,POLK,WHITE,NOT HISPANIC or NOT LATINO,F,36,TRYON,NC,28782.0,DEM,TRYON,MAIL,DEM,10/16/24,10/16/24,11/4/24,ACCEPTED
434600,WAKE,WHITE,NOT HISPANIC or NOT LATINO,M,29,RALEIGH,NC,27603.0,DEM,PRECINCT 01-07,MAIL,DEM,10/7/24,10/14/24, ,SPOILED-EV
192682,HENDERSON,WHITE,NOT HISPANIC or NOT LATINO,F,19,HENDERSONVILLE,NC,28791.0,UNA,HORSE SHOE,MAIL,UNA,9/12/24,9/24/24,10/24/24,ACCEPTED
407390,WAKE,WHITE,NOT HISPANIC or NOT LATINO,F,24,RALEIGH,NC,27614.0,REP,PRECINCT 19-14,MAIL,REP,10/1/24,10/4/24, ,SPOILED-EV
296809,MOORE,WHITE,UNDESIGNATED,M,75,PINEHURST,NC,28374.0,DEM,PINEHURST B2,MAIL,DEM,8/28/24,9/24/24,10/15/24,ACCEPTED
237877,MECKLENBURG,WHITE,NOT HISPANIC or NOT LATINO,F,38,CHARLOTTE,NC,28277.0,UNA,PCT 148,MAIL,UNA,10/26/24,10/29/24, , 
408013,WAKE,WHITE,UNDESIGNATED,M,65,CARY,NC,27519.0,UNA,PRECINCT 05-06,MAIL,UNA,9/17/24,9/24/24,10/26/24,ACCEPTED
330460,ORANGE,WHITE,NOT HISPANIC or NOT LATINO,F,66,CARRBORO,NC,27510.0,UNA,CARRBORO,MAIL,UNA,8/2/24,9/24/24,10/22/24,ACCEPTED
148449,FRANKLIN,OTHER,HISPANIC or LATINO,F,90,WAKE FOREST,NC,27587.0,UNA,WEST YOUNGSVILLE 2,MAIL,UNA,10/11/24,10/15/24,10/31/24,ACCEPTED
291379,MECKLENBURG,BLACK or AFRICAN AMERICAN,NOT HISPANIC or NOT LATINO,F,42,CHARLOTTE,NC,28227.0,UNA,PCT 236,MAIL,UNA,9/16/24,9/24/24, ,SPOILED-EV
33639,BUNCOMBE,WHITE,UNDESIGNATED,M,20,CANDLER,NC,28715.0,UNA,48.1,MAIL,UNA,10/14/24,10/16/24,11/2/24,ACCEPTED
342655,PITT,UNDESIGNATED,UNDESIGNATED,U,23,GREENVILLE,NC,27858.0,UNA,GREENVILLE #8A,MAIL,UNA,10/25/24,10/28/24, ,RETURNED UNDELIVERABLE
